word,part_of_speech,speaking,writing,pronunciation,pronunciation_us,pronunciation_uk
maximum,adj,S3,W3,ˈmæksɪməm,,
may,modal,S1,W1,meɪ,,
maybe,adv,S1,W1,,ˈmeɪbɪ,ˈmeɪbiː
me,pron,S1,W1,miː (strong)/mɪ (weak),,
meal,n,S2,W2,miːl,,
mean,v,S1,W1,miːn,,
meaning,n,S2,W1,ˈmiːnɪŋ,,
means,n,S2,W2,miːnz,,
meanwhile,adv,,W2,ˈmiːnwaɪl,,
measure,v,S2,W2,,ˈmeʒər,ˈmeʒə
measure,n,,W2,,ˈmeʒər,ˈmeʒə
measurement,n,,W3,,ˈmeʒərmənt,ˈmeʒəm(ə)nt
meat,n,S2,W3,miːt,,
mechanism,n,S3,W3,,ˈmekənɪzəm,ˈmek(ə)nɪz(ə)m
media,n,S2,W2,ˈmiːdɪə,,
medical,adj,S2,W2,,ˈmedɪkl,ˈmedɪk(ə)l
medicine,n,S2,W3,,ˈmedsn,ˈmeds(ə)n
medieval,adj,,W3,,ˌmedɪˈiːvl,ˌmedɪˈiːv(ə)l
medium,adj,S3,,ˈmiːdɪəm,,
meet,v,S1,W1,miːt,,
meeting,n,S1,W1,ˈmiːtɪŋ,,
member,n,S1,W1,,ˈmembər,ˈmembə
membership,n,S2,W2,,ˈmembərʃɪp,ˈmembəʃɪp
memory,n,S2,W1,,ˈmemərɪ,ˈmem(ə)rɪ
mental,adj,S2,W2,,ˈmentl,ˈment(ə)l
mention,v,S1,W1,,ˈmenʃn,ˈmenʃ(ə)n
menu,n,S3,,ˈmenjuː,,
mere,adj,,W3,,mɪr,mɪə
merely,adv,S3,W2,,ˈmɪrlɪ,ˈmɪəlɪ
mess,n,S2,,mes,,
mess,v,S2,,mes,,
message,n,S1,W2,ˈmesɪdʒ,,
messy,adj,S3,,ˈmesɪ,,
metal,n,S2,W2,,ˈmetl,ˈmet(ə)l
method,n,S1,W1,ˈmeθəd,,
metre,n,S2,W3,,ˈmiːtər,ˈmiːtə
middle,adj,S1,W2,,ˈmɪdl,ˈmɪd(ə)l
middle,n,S1,W2,,ˈmɪdl,ˈmɪd(ə)l
midnight,n,S3,,ˈmɪdnaɪt,,
might,modal,S1,W1,maɪt,,
mile,n,S1,W1,maɪl,,
military,adj,S2,W1,,ˈmɪləterɪ,ˈmɪlɪt(ə)rɪ
milk,n,S2,W3,mɪlk,,
millimetre,n,S3,,,ˈmɪlɪmiːtər,ˈmɪlɪmiːtə
mind,n,S1,W1,maɪnd,,
mind,v,S1,W2,maɪnd,,
mine,n,S2,W3,maɪn,,
mine,pron,S1,,maɪn,,
mineral,n,,W3,,ˈmɪnərəl,ˈmɪn(ə)r(ə)l
minimum,adj,S2,W3,ˈmɪnɪməm,,
minister,n,S1,W1,,ˈmɪnɪstər,ˈmɪnɪstə
ministry,n,,W2,ˈmɪnɪstrɪ,,
minor,adj,S2,W2,,ˈmaɪnər,ˈmaɪnə
minority,n,S3,W2,,maɪˈnɔːrətɪ,maɪˈnɒrɪtɪ
minute,n,S1,W1,ˈmɪnɪt,,
mirror,n,S3,W3,,ˈmɪrər,ˈmɪrə
misery,n,S3,,,ˈmɪzərɪ,ˈmɪz(ə)rɪ
miss,v,S1,W2,mɪs,,
miss,n,S2,,mɪs,,
mission,n,S3,W2,,ˈmɪʃn,ˈmɪʃ(ə)n
mistake,n,S2,W2,mɪˈsteɪk,,
mix,v,S2,W3,mɪks,,
mixed,adj,S2,,mɪkst,,
mixture,n,S3,W3,,ˈmɪkstʃər,ˈmɪkstʃə
mobile,n,S2,,,ˈməʊbl,ˈməʊbaɪl
mobile phone,n,S2,W3,,,
mode,n,,W3,məʊd,,
model,n,S2,W1,,ˈmɑːdl,ˈmɒd(ə)l
modern,adj,S1,W1,,ˈmɑːdərn,ˈmɒd(ə)n
mom,n,S1,,,mɑːm,mɒm
moment,n,S1,W1,,ˈməʊmənt,ˈməʊm(ə)nt
mommy,n,S3,,,ˈmɑːmɪ,ˈmɒmɪ
money,n,S1,W1,ˈmʌnɪ,,
monitor,v,S3,W3,,ˈmɑːnɪtər,ˈmɒnɪtə
month,n,S1,W1,mʌnθ,,
mood,n,S3,W3,muːd,,
moon,n,,W3,muːn,,
moral,adj,S3,W2,,ˈmɔːrəl,ˈmɒr(ə)l
more,adv,S1,W1,,mɔːr,mɔː
more,determiner/pron,S1,W1,,mɔːr,mɔː
moreover,adv,,W2,,mɔːrˈəʊvər,mɔːrˈəʊvə
morning,n,S1,W1,,ˈmɔːrnɪŋ,ˈmɔːnɪŋ
mortgage,n,,W3,,ˈmɔːrɡɪdʒ,ˈmɔːɡɪdʒ
most,adv,S1,W1,məʊst,,
most,determiner/pron,S1,W1,məʊst,,
mostly,adv,S2,W3,,ˈməʊstlɪ,ˈməʊs(t)lɪ
mother,n,S1,W1,,ˈmʌðər,ˈmʌðə
motion,n,,W3,,ˈməʊʃn,ˈməʊʃ(ə)n
motor,n,S3,W3,,ˈməʊtər,ˈməʊtə
motorway,n,S2,,,ˈməʊtərweɪ,ˈməʊtəweɪ
mountain,n,S3,W3,,ˈmaʊntn,ˈmaʊntɪn
mouse,n,S2,W3,maʊs,,
mouth,n,S2,W1,,maʊθ (strong)/maʊθ (weak),maʊð (strong)/maʊð (weak)
move,v,S1,W1,muːv,,
move,n,S2,W1,muːv,,
movement,n,S1,W1,,ˈmuːvmənt,ˈmuːvm(ə)nt
movie,n,S1,W2,ˈmuːvɪ,,
much,adv,S1,W1,mʌtʃ,,
much,determiner/pron,S1,W1,mʌtʃ,,
mud,n,S3,,mʌd,,
mum,n,S1,W2,mʌm,,
mummy,n,S1,,ˈmʌmɪ,,
murder,n,S3,W2,,ˈmɜːrdər,ˈmɜːdə
muscle,n,S2,W3,,ˈmʌsl,ˈmʌs(ə)l
museum,n,S3,W2,,mjʊˈziːəm,mjuːˈzɪəm
mushroom,n,S3,,,ˈmʌʃrʊm,ˈmʌʃruːm
music,n,S1,W1,ˈmjuːzɪk,,
musical,adj,S3,W3,,ˈmjuːzɪkl,ˈmjuːzɪk(ə)l
must,modal,S1,W1,mʌst (strong)/məst (weak),,
my,determiner,S1,W1,maɪ,,
myself,pron,S1,W1,maɪˈself,,
mystery,n,,W3,,ˈmɪstrɪ,ˈmɪst(ə)rɪ
nail,n,S3,,neɪl,,
naked,adj,S3,,ˈneɪkɪd,,
name,n,S1,W1,neɪm,,
name,v,S2,W2,neɪm,,
narrow,adj,S3,W2,ˈnærəʊ,,
nasty,adj,S2,,,ˈnæstɪ,ˈnɑːstɪ
nation,n,S3,W2,,ˈneɪʃn,ˈneɪʃ(ə)n
national,adj,S1,W1,,ˈnæʃnəl,ˈnæʃ(ə)n(ə)l
native,adj,S3,W3,ˈneɪtɪv,,
natural,adj,S2,W1,,ˈnætʃrəl,ˈnætʃ(ə)r(ə)l
naturally,adv,S3,W3,,ˈnætʃrəlɪ,ˈnætʃ(ə)rəlɪ
nature,n,S1,W1,,ˈneɪtʃər,ˈneɪtʃə
naughty,adj,S3,,ˈnɔːtɪ,,
near,adv/prep,S1,W1,,nɪr,nɪə
near,adj,S2,W3,,nɪr,nɪə
nearby,adj,,W3,,ˌnɪrˈbaɪ,ˌnɪəˈbaɪ
nearly,adv,S1,W1,,ˈnɪrlɪ,ˈnɪəlɪ
neat,adj,S2,,niːt,,
necessarily,adv,S2,W2,,ˌnesəˈserəlɪ,ˈnesəs(ə)rɪlɪ
necessary,adj,S2,W1,,ˈnesəserɪ,ˈnesəs(ə)rɪ
neck,n,S2,W2,nek,,
need,n,S1,W1,niːd,,
need,v,S1,W1,niːd,,
negative,adj,S2,W2,ˈneɡətɪv,,
negotiate,v,S3,W3,nɪˈɡəʊʃɪeɪt,,
negotiation,n,S3,W2,,nɪˌɡəʊʃɪˈeɪʃn,nɪɡəʊʃɪˈeɪʃ(ə)n
neighbour,n,S2,W2,,ˈneɪbər,ˈneɪbə
neighbourhood,n,S3,W3,,ˈneɪbərhʊd,ˈneɪbəhʊd
neither,adv,S2,W3,,nɪːðə(r),ˈnaɪðə
neither,determiner/pron,,W3,,nɪːðə(r),ˈnaɪðə
nerve,n,S3,W3,,nɜːrv,nɜːv
nervous,adj,S3,W3,,ˈnɜːrvəs,ˈnɜːvəs
net,n,,W3,net,,
net,v,,W3,net,,
network,n,S3,W2,,ˈnetwɜːrk,ˈnetwɜːk
never,adv,S1,W1,,ˈnevər,ˈnevə(r)
nevertheless,adv,S3,W2,,ˌnevərðəˈles,nevəðəˈles
new,adj,S1,W1,,nuː,njuː
newly,adv,,W3,,ˈnuːlɪ,ˈnjuːlɪ
news,n,S1,W1,,nuːz,njuːz
newspaper,n,S2,W2,,ˈnuːzpeɪpər,ˈnjuːzpeɪpə
next,adv,S1,W1,nekst,,
next,adj/determiner,S1,W1,nekst,,
nice,adj,S1,W2,naɪs,,
nicely,adv,S3,,ˈnaɪslɪ,,
night,n,S1,W1,naɪt,,
nil,n,S3,,nɪl,,
no,adv,S1,W1,nəʊ,,
no,determiner,S1,W1,nəʊ,,
no one,pron,S1,W2,,,
no way,adv,S2,,,,
nobody,pron,S1,W2,ˈnəʊbədɪ,,
nod,v,,W2,,nɑːd,nɒd
noise,n,S2,W2,nɔɪz,,
noisy,adj,S3,,ˈnɔɪzɪ,,
none,pron,S1,W2,nʌn,,
nonsense,n,S3,,,ˈnɑːnsens,ˈnɒns(ə)ns
nope,adv,S3,,nəʊp,,
nor,adv/conj,S2,W1,,nɔːr,nɔː
normal,adj,S1,W1,,ˈnɔːrml,ˈnɔːm(ə)l
normally,adv,S1,W2,,,
north,n,S1,W2,,nɔːrθ,nɔːθ
northern,adj,S2,W2,,ˈnɔːrðərn,ˈnɔːð(ə)n
nose,n,S2,W2,nəʊz,,
not,adv,S1,W1,,nɑːt,nɒt
notably,adv,,W3,ˈnəʊtəblɪ,,
note,n,S1,W1,nəʊt,,
note,v,S3,W1,nəʊt,,
nothing,pron,S1,W1,ˈnʌθɪŋ,,
notice,v,S1,W2,ˈnəʊtɪs,,
notice,n,S2,W2,ˈnəʊtɪs,,
notion,n,,W3,,ˈnəʊʃn,ˈnəʊʃ(ə)n
novel,n,,W3,,ˈnɑːvl,ˈnɒv(ə)l
now,adv,S1,W1,naʊ,,
now,conj,S1,W3,naʊ,,
nowadays,adv,S2,,ˈnaʊədeɪz,,
nowhere,adv,S2,,,ˈnəʊwer,ˈnəʊweə
nuclear,adj,,W2,,ˈnuːklɪər,ˈnjuːklɪə
nuisance,n,S3,,,ˈnuːsns,ˈnjuːs(ə)ns
number,n,S1,W1,,ˈnʌmbər,ˈnʌmbə
numerous,adj,,W3,,ˈnuːmərəs,ˈnjuːm(ə)rəs
nurse,n,S2,W3,,nɜːrs,nɜːs
nut,n,S3,,nʌt,,
object,n,S3,W2,,ˈɒbdʒekt (strong)/ˈɒbdʒɪkt (weak),əbˈdʒekt (strong)/əbˈdʒekt (weak)
object,v,S2,,,ˈɒbdʒekt (strong)/ˈɒbdʒɪkt (weak),əbˈdʒekt (strong)/əbˈdʒekt (weak)
objection,n,S3,,,əbˈdʒekʃn,əbˈdʒekʃ(ə)n
objective,n,S3,W3,əbˈdʒektɪv,,
obligation,n,,W3,,ˌɑːblɪˈɡeɪʃn,ɒblɪˈɡeɪʃ(ə)n
observation,n,,W3,,ˌɑːbzərˈveɪʃn,ɒbzəˈveɪʃ(ə)n
observe,v,,W2,,əbˈzɜːrv,əbˈzɜːv
obtain,v,S3,W2,əbˈteɪn,,
obvious,adj,S2,W2,,ˈɑːbvɪəs,ˈɒbvɪəs
obviously,adv,S1,W2,,ˈɑːbvɪəslɪ,ˈɒbvɪəslɪ
occasion,n,S1,W2,,əˈkeɪʒn,əˈkeɪʒ(ə)n
occasional,adj,S3,W3,,əˈkeɪʒənl,əˈkeɪʒ(ə)n(ə)l
occasionally,adv,S2,W3,,əˈkeɪʒnəlɪ,əˈkeɪʒ(ə)n(ə)lɪ
occupation,n,S3,W3,,ˌɑːkjʊˈpeɪʃn,ɒkjʊˈpeɪʃ(ə)n
occupy,v,,W2,,ˈɑːkjʊpaɪ,ˈɒkjʊpaɪ
occur,v,S1,W1,,əˈkɜːr,əˈkɜː
ocean,n,S3,W2,,ˈəʊʃn,ˈəʊʃ(ə)n
o’clock,adv,S1,W3,,əˈklɑːk,əˈklɒk
odd,adj,S1,W3,,ɑːd,ɒd
odds,n,S3,,,ɑːdz,ɒdz
of,prep,S1,W1,,ʌv (strong)/əv (weak),ɒv (strong)/əv (weak)
of course,adv,S1,W1,,,
off,adj/adv/prep,S1,W1,,ɔːf,ɒf
offence,n,S3,W2,əˈfens,,
offer,v,S1,W1,,ˈɔːfər,ˈɒfə
offer,n,S2,W1,,ˈɔːfər,ˈɒfə
office,n,S1,W1,,ˈɔːfɪs,ˈɒfɪs
officer,n,S1,W1,,ˈɔːfɪsər,ˈɒfɪsə
official,n,S3,W1,,əˈfɪʃl,əˈfɪʃ(ə)l
official,adj,S3,W2,,əˈfɪʃl,əˈfɪʃ(ə)l
often,adv,S1,W1,,ˈɔːfn,ˈɒf(ə)n
oil,n,S2,W1,ɔɪl,,
OK,adj/adv,S1,,,əʊˈkeɪ,ˌəʊˈkeɪ
OK,interjection,S1,,,əʊˈkeɪ,ˌəʊˈkeɪ
old,adj,S1,W1,əʊld,,
on,prep,S1,W1,,ɑːn,ɒn
on,adj/adv,S1,W1,,ɑːn,ɒn
once,adv,S1,W1,wʌns,,
once,conj,S1,W1,wʌns,,
one,number,S1,W1,wʌn,,
one,pron,S1,W1,wʌn,,
one,determiner,S1,W1,wʌn,,
one another,pron,S3,W3,,,
onion,n,S3,,ˈʌnjən,,
only,adj,S1,W1,ˈəʊnlɪ,,
only,adv,S1,W1,ˈəʊnlɪ,,
onto,prep,S1,W2,,ˈɑːntə,ˈɒntə
open,adj,S1,W1,ˈəʊpən,,
open,v,S1,W1,ˈəʊpən,,
opening,n,S3,,,ˈəʊpnɪŋ,ˈəʊp(ə)nɪŋ
operate,v,S2,W2,,ˈɑːpəreɪt,ˈɒpəreɪt
operation,n,S1,W1,,ˌɑːpəˈreɪʃn,ɒpəˈreɪʃ(ə)n
operator,n,,W3,,ˈɑːpəreɪtər,ˈɒpəreɪtə
opinion,n,S1,W2,əˈpɪnjən,,
opponent,n,,W3,əˈpəʊnənt,,
opportunity,n,S1,W1,,ˌɑːpərˈtuːnətɪ,ɒpəˈtjuːnɪtɪ
oppose,v,S3,W3,əˈpəʊz,,
opposite,prep,S2,W2,,ˈɑːpəzət,ˈɒpəzɪt
opposition,n,S3,W2,,ˌɑːpəˈzɪʃn,ɒpəˈzɪʃ(ə)n
option,n,S1,W2,,ˈɑːpʃn,ˈɒpʃ(ə)n
or,conj,S1,W1,,ɔːr,ɔː
orange,n,S3,,,ˈɔːrɪndʒ,ˈɒrɪn(d)ʒ
order,n,S1,W1,,ˈɔːrdər,ˈɔːdə
order,v,S2,W2,,ˈɔːrdər,ˈɔːdə
ordinary,adj,S1,W2,,ˈɔːrdnerɪ,ˈɔːdɪn(ə)rɪ
organ,n,,W3,,ˈɔːrɡən,ˈɔːɡ(ə)n
organic,adj,,W3,,ɔːrˈɡænɪk,ɔːˈɡænɪk
organization,n,S2,W1,,ˌɔːrɡənəˈzeɪʃn,ɔːɡ(ə)naɪˈzeɪʃ(ə)n
organize,v,S1,W2,,ˈɔːrɡənaɪz,ˈɔːɡ(ə)naɪz
organized,adj,S3,,,ˈɔːrɡənaɪzd,ˈɔːɡənaɪzd
origin,n,,W2,,ˈɔːrɪdʒɪn,ˈɒrɪdʒɪn
original,adj,S1,W1,,əˈrɪdʒənl,əˈrɪdʒɪn(ə)l
originally,adv,S2,W2,,əˈrɪdʒənəlɪ,əˈrɪdʒɪn(ə)lɪ
other,adj/determiner,S1,W1,,ˈʌðər,ˈʌðə
otherwise,adv,S1,W2,,ˈʌðərwaɪz,ˈʌðəwaɪz
ought to,modal,S1,W1,,,
ounce,n,S3,,aʊns,,
our,determiner,S1,W1,,ˈaʊər,ˈaʊə
ours,pron,S1,,,ɑːrz,ˈaʊəz
ourselves,pron,S1,W3,,ɑːrˈselvz,aʊəˈselvz
out,adv,S1,W1,aʊt,,
out,prep,S1,W1,aʊt,,
outcome,n,,W3,ˈaʊtkʌm,,
output,n,,W2,ˈaʊtpʊt,,
outside,adv/prep,S1,W1,ˌaʊtˈsaɪd,,
outside,adj,S2,W2,ˌaʊtˈsaɪd,,
outside,n,S3,,ˌaʊtˈsaɪd,,
outstanding,adj,,W3,,aʊtˈstændɪŋ,æʊtˈstændɪŋ
oven,n,S3,,,ˈʌvn,ˈʌvən
over,adj/adv,S1,W1,,ˈəʊvər,ˈəʊvə
over,prep,S1,W1,,ˈəʊvər,ˈəʊvə
overall,adj,S3,W2,,ˌəʊvərˈɔːl (strong)/ˌəʊvərˈɔːl (weak),ˈəʊvərɔːl (strong)/ˈəʊvərɔːl (weak)
overcome,v,,W3,,ˌəʊvərˈkʌm,əʊvəˈkʌm
overseas,adv,,W3,,ˌəʊvərˈsiːz,ˌəʊvəˈsiːz
overtime,n,S3,,,ˈəʊvərtaɪm,ˈəʊvətaɪm
owe,v,S2,W3,əʊ,,
own,adj/pron,S1,W1,əʊn,,
own,v,S2,W2,əʊn,,
owner,n,S2,W2,,ˈəʊnər,ˈəʊnə
ownership,n,,W3,,ˈəʊnərʃɪp,ˈəʊnəʃɪp
pace,n,,W3,peɪs,,
pack,n,S2,W3,pæk,,
pack,v,S2,W3,pæk,,
package,n,S2,W2,ˈpækɪdʒ,,
packet,n,S2,,ˈpækɪt,,
pad,n,S3,,pæd,,
page,n,S1,W1,peɪdʒ,,
pain,n,S2,W2,peɪn,,
paint,n,S2,W2,peɪnt,,
paint,v,S2,W3,peɪnt,,
painting,n,S3,W2,ˈpeɪntɪŋ,,
pair,n,S2,W2,,per,peə
palace,n,,W3,,ˈpæləs,ˈpælɪs
pale,adj,,W3,peɪl,,
pan,n,S3,W3,pæn,,
panel,n,S1,W2,,ˈpænl,ˈpæn(ə)l
panic,n,S3,,ˈpænɪk,,
pants,n,S3,,,pænts,pæn(t)s
paper,n,S1,W1,,ˈpeɪpər,ˈpeɪpə
parcel,n,S3,,,ˈpɑːrsl,ˈpɑːs(ə)l
pardon,interjection,S2,,,ˈpɑːrdn,ˈpɑːd(ə)n
parent,n,S1,W1,,ˈperənt,ˈpeər(ə)nt
park,n,S1,W2,,pɑːrk,pɑːk
park,v,S2,,,pɑːrk,pɑːk
parking,n,S3,,,ˈpɑrkɪŋ,ˈpɑːkɪŋ
parliament,n,,W2,,ˈpɑːrləmənt,ˈpɑːləm(ə)nt
part,n,S1,W1,,pɑːrt,pɑːt
participate,v,,W3,,pɑːrˈtɪsɪpeɪt,pɑːˈtɪsɪpeɪt
particular,adj,S1,W1,,pərˈtɪkjələr,pəˈtɪkjʊlə
particularly,adv,S1,W1,,pərˈtɪkjələrlɪ,pəˈtɪkjʊləlɪ
partly,adv,S2,W2,,ˈpɑːrtlɪ,ˈpɑːtlɪ
partner,n,S2,W2,,ˈpɑːrtnər,ˈpɑːtnə
partnership,n,,W3,,ˈpɑːrtnərʃɪp,ˈpɑːtnəʃɪp
party,n,S1,W1,,ˈpɑːrtɪ,ˈpɑːtɪ
pass,v,S1,W1,,pæs,pɑːs
pass,n,S2,W3,,pæs,pɑːs
passage,n,,W2,ˈpæsɪdʒ,,
passenger,n,S3,W2,,ˈpæsɪndʒər,ˈpæsɪndʒə
passion,n,,W3,,ˈpæʃn,ˈpæʃ(ə)n
past,adj,S1,W1,,pæst,pɑːst
past,n,S1,W2,,pæst,pɑːst
past,adv/prep,S1,W2,,pæst,pɑːst
path,n,S2,W2,,pæθ,pɑːθ
patience,n,S3,,,ˈpeɪʃns,ˈpeɪʃ(ə)ns
patient,n,S2,W1,,ˈpeɪʃnt,ˈpeɪʃ(ə)nt
patient,adj,,W3,,ˈpeɪʃnt,ˈpeɪʃ(ə)nt
pattern,n,S2,W1,,ˈpætərn,ˈpæt(ə)n
pause,v,,W3,pɔːz,,
pay,v,S1,W1,peɪ,,
pay,n,S1,W2,peɪ,,
payment,n,S2,W1,,ˈpeɪmənt,ˈpeɪm(ə)nt
peace,n,S2,W2,piːs,,
peaceful,adj,S3,,,ˈpiːsfl,ˈpiːsfʊl
peak,n,,W3,piːk,,
pen,n,S2,,pen,,
penalty,n,,W3,,ˈpenəltɪ,ˈpen(ə)ltɪ
pencil,n,S2,,,ˈpensl,ˈpens(ə)l
penny,n,S1,,ˈpenɪ,,
pension,n,S2,W2,,ˈpenʃn,ˈpenʃ(ə)n
people,n,S1,W1,,ˈpiːpl,ˈpiːp(ə)l
pepper,n,S3,,,ˈpepər,ˈpepə
per,prep,S3,W1,,pɜːr (strong)/pər (weak),pɜː(r) (strong)/pə(r) (weak)
perceive,v,,W3,,pərˈsːv,pəˈsiːv
percent,n,S3,W2,,pərˈsent,pəˈsent
percentage,n,,W3,,pərˈsentɪdʒ,pəˈsentɪdʒ
perception,n,,W3,,pərˈsepʃn,pəˈsepʃ(ə)n
perfect,adj,S2,W2,,ˈpɜːrfɪkt (strong)/ˈpɜːfɪkt (weak),pərˈfekt (strong)/pəˈfekt (weak)
perfectly,adv,S2,W3,,ˈpɜːrfɪktlɪ,ˈpɜːfɪk(t)lɪ
perform,v,S3,W2,,pərˈfɔːrm,pəˈfɔːm
performance,n,S2,W1,,pərˈfɔːrməns,pəˈfɔːm(ə)ns
perhaps,adv,S1,W1,,pərˈhæps,pəˈhæps
period,n,S1,W1,,ˈpɪrɪəd,ˈpɪərɪəd
permanent,adj,S2,W2,,ˈpɜːrmənənt,ˈpɜːm(ə)nənt
permission,n,S2,W3,,pərˈmɪʃn,pəˈmɪʃ(ə)n
permit,v,,W3,,pərˈmɪt (strong)/pəˈmɪt (weak),ˈpɜːrmɪt (strong)/ˈpɜːmɪt (weak)
person,n,S1,W1,,ˈpɜːrsn,ˈpɜːsn
personal,adj,S1,W1,,ˈpɜːrsənl,ˈpɜːs(ə)n(ə)l
personality,n,S3,W3,,ˌpɜːrsəˈnælətɪ,pɜːsəˈnælɪtɪ
personally,adv,S2,,,ˈpɜːrsənəlɪ,ˈpɜːs(ə)n(ə)lɪ
personnel,n,,W3,,ˌpɜːrsəˈnel,pɜːsəˈnel
perspective,n,,W3,,pərˈspektɪv,pəˈspektɪv
persuade,v,S3,W2,,pərˈsweɪd,pəˈsweɪd
petrol,n,S3,,,ˈpetrəl,ˈpetr(ə)l
phase,n,,W2,feɪz,,
philosophy,n,,W3,,fəˈlɑːsəfɪ,fɪˈlɒsəfɪ
phone,n,S1,W2,fəʊn,,
phone,v,S1,,fəʊn,,
photo,n,S3,W3,ˈfəʊtəʊ,,
photocopy,n,S3,W3,,ˈfəʊtəʊkɑːpɪ,ˈfəʊtəʊkɒpɪ
photocopy,v,S3,W3,,ˈfəʊtəʊkɑːpɪ,ˈfəʊtəʊkɒpɪ
photograph,n,S2,W2,,ˈfəʊtəɡræf,ˈfəʊtəɡrɑːf
phrase,n,S3,W3,freɪz,,
physical,adj,S2,W1,,ˈfɪzɪkl,ˈfɪzɪk(ə)l
physically,adv,S3,,,ˈfɪzɪklɪ,ˈfɪzɪkəlɪ
physics,n,S3,,ˈfɪzɪks,,
piano,n,S3,,pɪˈænəʊ,,
pick,v,S1,W1,pɪk,,
picture,n,S1,W1,,ˈpɪktʃər,ˈpɪktʃə
pie,n,S2,,paɪ,,
piece,n,S1,W1,piːs,,
pig,n,S2,,pɪɡ,,
pile,n,S2,,paɪl,,
pill,n,S3,,pɪl,,
pilot,n,,W3,ˈpaɪlət,,
pin,n,S3,,pɪn,,
pink,adj,S2,W3,pɪŋk,,
pint,n,S2,,paɪnt,,
pipe,n,S2,W3,paɪp,,
pitch,n,S3,W3,pɪtʃ,,
pity,n,S3,,ˈpɪtɪ,,
pizza,n,S2,,ˈpiːtsə,,
place,n,S1,W1,pleɪs,,
place,v,S2,W1,pleɪs,,
plain,adj,S2,W3,pleɪn,,
plan,n,S1,W1,plæn,,
plan,v,S1,W1,plæn,,
plane,n,S2,W2,pleɪn,,
planet,n,,W3,ˈplænɪt,,
plant,n,S2,W1,,plænt,plɑːnt
plastic,n,S2,W2,ˈplæstɪk,,
plate,n,S2,W2,pleɪt,,
platform,n,S3,W3,,ˈplætfɔːrm,ˈplætfɔːm
play,v,S1,W1,pleɪ,,
play,n,S1,W2,pleɪ,,
player,n,S2,W1,,ˈpleɪər,ˈpleɪə
pleasant,adj,S3,W3,,ˈpleznt,ˈplez(ə)nt
please,interjection,S1,W2,pliːz,,
please,v,,W3,pliːz,,
pleased,adj,S2,W3,pliːzd,,
pleasure,n,S2,W2,,ˈpleʒər,ˈpleʒə
plenty,pron,S1,W1,ˈplentɪ,,
plot,n,,W3,,plɑːt,plɒt
plug,n,S3,,plʌɡ,,
plus,prep,S1,W2,plʌs,,
pocket,n,S2,W2,,ˈpɑːkɪt,ˈpɒkɪt
poem,n,S3,W3,,ˈpəʊəm,ˈpəʊɪm
poet,n,,W3,,ˈpəʊət,ˈpəʊɪt
poetry,n,,W3,,ˈpəʊətrɪ,ˈpəʊɪtrɪ
point,n,S1,W1,pɔɪnt,,
point,v,S2,W2,pɔɪnt,,
pole,n,,W3,pəʊl,,
police,n,S1,W1,pəˈliːs,,
policeman,n,S2,W3,pəˈliːsmən,,
policy,n,S3,W1,,ˈpɑːləsɪ,ˈpɒləsɪ
polite,adj,S3,,pəˈlaɪt,,
political,adj,S2,W1,,pəˈlɪtɪkl,pəˈlɪtɪk(ə)l
politician,n,,W2,,ˌpɑːləˈtɪʃn,pɒlɪˈtɪʃ(ə)n
politics,n,S2,W2,,ˈpɑːlətɪks,ˈpɒlɪtɪks
poll,n,,W3,pəʊl,,
pollution,n,,W2,,pəˈluːʃn,pəˈluːʃ(ə)n
pond,n,S3,,,pɑːnd,pɒnd
pool,n,S2,W2,puːl,,
poor,adj,S1,W1,,pʊr,pɔː(r)
pop,n,S3,W3,,pɑːp,pɒp
pop,v,S2,,,pɑːp,pɒp
popular,adj,S2,W1,,ˈpɑːpjələr,ˈpɒpjʊlə
population,n,S2,W1,,ˌpɑːpjʊˈleɪʃn,pɒpjʊˈleɪʃ(ə)n
port,n,,W2,,pɔːrt,pɔːt
pose,v,,W3,pəʊz,,
position,n,S1,W1,,pəˈzɪʃn,pəˈzɪʃ(ə)n
positive,adj,S2,W2,,ˈpɑːzətɪv,ˈpɒzɪtɪv
possess,v,,W3,pəˈzes,,
possession,n,,W3,,pəˈzeʃn,pəˈzeʃ(ə)n
possibility,n,S2,W2,,ˌpɑːsəˈbɪlətɪ,ˌpɒsɪˈbɪlɪtɪ
possible,adj,S1,W1,,ˈpɑːsəbl,ˈpɒsɪb(ə)l
possibly,adv,S1,W2,,ˈpɑːsəblɪ,ˈpɒsɪblɪ
post,n,S2,W2,pəʊst,,
post,v,S3,,pəʊst,,
post office,n,S3,,,,
poster,n,S3,,,ˈpəʊstər,ˈpəʊstə
pot,n,S2,W3,,pɑːt,pɒt
potato,n,S2,,pəˈteɪtəʊ,,
potential,adj,S3,W2,,pəˈtenʃl,pə(ʊ)ˈtenʃ(ə)l
potential,n,,W3,,pəˈtenʃl,pə(ʊ)ˈtenʃ(ə)l
pound,n,S1,W2,paʊnd,,
pour,v,S2,W3,,pɔːr,pɔː
poverty,n,,W3,,ˈpɑːvərtɪ,ˈpɒvətɪ
power,n,S1,W1,,ˈpaʊər,ˈpaʊə
powerful,adj,S3,W2,,ˈpaʊərfl,ˈpaʊəfʊl
practical,adj,S3,W2,,ˈpræktɪkl,ˈpræktɪk(ə)l
practically,adv,S3,,ˈpræktɪklɪ,,
practice,n,S2,W1,ˈpræktɪs,,
practise,v,S3,W3,ˈpræktɪs,,
